Seasonal,T24Seasonal,T24Dry,T24Dew,Hour,Date,WeekDay,Month
959,1868,12,-10,12,25,6,1
1239,2140,14,-10,13,25,6,1
1429,2285,17,-10,14,25,6,1
1777,2569,18,-11,15,25,6,1
1817,2392,18,-10,16,25,6,1
1160,1786,17,-11,17,25,6,1
0,338,15,-11,18,25,6,1
103,0,15,-11,19,25,6,1
575,539,14,-11,20,25,6,1
1263,1044,13,-9,21,25,6,1
2201,2210,12,-8,22,25,6,1
3398,3677,11,-8,23,25,6,1
4602,5004,11,-9,24,25,6,1
4517,4494,10,-9,1,26,7,1
4976,4921,10,-8,2,26,7,1
5169,5104,9,-9,3,26,7,1
5217,5086,8,-9,4,26,7,1
5030,4738,8,-8,5,26,7,1
4541,3681,8,-8,6,26,7,1
3732,1677,7,-8,7,26,7,1
2924,669,7,-8,8,26,7,1
2036,523,8,-8,9,26,7,1
1520,565,11,-8,10,26,7,1
1394,666,13,-8,11,26,7,1
1542,959,16,-8,12,26,7,1
1827,1239,18,-8,13,26,7,1
2191,1429,19,-8,14,26,7,1
2395,1777,20,-8,15,26,7,1
2328,1817,21,-8,16,26,7,1
1579,1160,20,-6,17,26,7,1
94,0,20,-6,18,26,7,1
0,103,20,-5,19,26,7,1
426,575,19,-4,20,26,7,1
900,1263,19,-3,21,26,7,1
1641,2201,18,2,22,26,7,1
2632,3398,17,5,23,26,7,1
3641,4602,16,9,24,26,7,1
4516,4517,15,10,1,27,1,1
4972,4976,14,9,2,27,1,1
5196,5169,14,8,3,27,1,1
5277,5217,12,6,4,27,1,1
5217,5030,11,6,5,27,1,1
4930,4541,11,5,6,27,1,1
4311,3732,10,4,7,27,1,1
3696,2924,10,3,8,27,1,1
2881,2036,11,3,9,27,1,1
2379,1520,13,3,10,27,1,1
2191,1394,16,3,11,27,1,1
2192,1542,18,3,12,27,1,1
2342,1827,20,3,13,27,1,1
2656,2191,22,2,14,27,1,1
2868,2395,22,-1,15,27,1,1
2784,2328,22,-2,16,27,1,1
1949,1579,21,-2,17,27,1,1
274,94,19,-3,18,27,1,1
0,0,19,-4,19,27,1,1
413,426,18,-3,20,27,1,1
1053,900,17,-3,21,27,1,1
2154,1641,16,-2,22,27,1,1
3412,2632,15,-2,23,27,1,1
4546,3641,14,-2,24,27,1,1
6221,4516,14,-1,1,28,2,1
6542,4972,13,0,2,28,2,1
6675,5196,13,0,3,28,2,1
6640,5277,12,0,4,28,2,1
6278,5217,11,0,5,28,2,1
5137,4930,11,0,6,28,2,1
3048,4311,11,1,7,28,2,1
1972,3696,10,0,8,28,2,1
1833,2881,13,1,9,28,2,1
1810,2379,16,1,10,28,2,1
1694,2191,19,0,11,28,2,1
1694,2192,22,0,12,28,2,1
1737,2342,25,-1,13,28,2,1
1790,2656,27,-1,14,28,2,1
1929,2868,29,-2,15,28,2,1
1768,2784,29,-2,16,28,2,1
1025,1949,29,-3,17,28,2,1
0,274,26,-3,18,28,2,1
347,0,25,-3,19,28,2,1
1027,413,23,-3,20,28,2,1
1937,1053,21,-3,21,28,2,1
3173,2154,21,-2,22,28,2,1
4635,3412,19,-2,23,28,2,1
5938,4546,19,-1,24,28,2,1
5577,6221,17,0,1,29,3,1
6017,6542,17,1,2,29,3,1
6197,6675,18,1,3,29,3,1
6234,6640,17,2,4,29,3,1
5916,6278,18,2,5,29,3,1
4791,5137,18,2,6,29,3,1
2762,3048,18,3,7,29,3,1
1700,1972,18,5,8,29,3,1
1559,1833,20,5,9,29,3,1
1488,1810,22,5,10,29,3,1
1484,1694,25,4,11,29,3,1
1537,1694,26,5,12,29,3,1
1655,1737,26,9,13,29,3,1
1796,1790,27,14,14,29,3,1
1987,1929,27,17,15,29,3,1
1886,1768,27,21,16,29,3,1
1234,1025,26,23,17,29,3,1
34,0,26,24,18,29,3,1
0,347,27,24,19,29,3,1
490,1027,27,24,20,29,3,1
1287,1937,27,25,21,29,3,1
2475,3173,27,25,22,29,3,1
4002,4635,27,25,23,29,3,1
5352,5938,27,25,24,29,3,1
5217,5577,27,25,1,30,4,1
5650,6017,27,25,2,30,4,1
5913,6197,26,24,3,30,4,1
5951,6234,26,24,4,30,4,1
5669,5916,26,24,5,30,4,1
4618,4791,26,23,6,30,4,1
2667,2762,26,23,7,30,4,1
1497,1700,26,23,8,30,4,1
1272,1559,26,23,9,30,4,1
1190,1488,27,23,10,30,4,1
1135,1484,28,24,11,30,4,1
1203,1537,30,25,12,30,4,1
1376,1655,31,27,13,30,4,1
1476,1796,33,27,14,30,4,1
1610,1987,33,27,15,30,4,1
1627,1886,33,28,16,30,4,1
1022,1234,33,28,17,30,4,1
0,34,33,29,18,30,4,1
141,0,33,30,19,30,4,1
695,490,33,30,20,30,4,1
1461,1287,33,30,21,30,4,1
2635,2475,33,31,22,30,4,1
4278,4002,33,31,23,30,4,1
5342,5352,33,31,24,30,4,1
6267,5217,33,32,1,31,5,1
6769,5650,34,32,2,31,5,1
7023,5913,34,32,3,31,5,1
7116,5951,34,33,4,31,5,1
6777,5669,34,33,5,31,5,1
5854,4618,35,34,6,31,5,1
4043,2667,36,35,7,31,5,1
2876,1497,36,35,8,31,5,1
2683,1272,38,37,9,31,5,1
2522,1190,41,41,10,31,5,1
2417,1135,44,42,11,31,5,1
2369,1203,46,45,12,31,5,1
2573,1376,49,48,13,31,5,1
2518,1476,50,49,14,31,5,1
2706,1610,51,50,15,31,5,1
2502,1627,53,51,16,31,5,1
1824,1022,53,51,17,31,5,1
379,0,53,51,18,31,5,1
0,141,53,51,19,31,5,1
269,695,54,51,20,31,5,1
808,1461,55,52,21,31,5,1
1829,2635,55,53,22,31,5,1
3260,4278,54,52,23,31,5,1
4421,5342,54,52,24,31,5,1
6014,6267,55,53,1,1,6,2
6429,6769,56,54,2,1,6,2
6540,7023,56,54,3,1,6,2
6475,7116,57,55,4,1,6,2
6107,6777,58,55,5,1,6,2
4889,5854,58,55,6,1,6,2
2897,4043,57,55,7,1,6,2
1818,2876,56,54,8,1,6,2
1675,2683,55,51,9,1,6,2
1597,2522,52,46,10,1,6,2
1549,2417,47,40,11,1,6,2
1649,2369,45,36,12,1,6,2
1872,2573,45,29,13,1,6,2
1872,2518,44,25,14,1,6,2
1892,2706,44,20,15,1,6,2
1847,2502,43,19,16,1,6,2
1339,1824,41,16,17,1,6,2
101,379,39,15,18,1,6,2
0,0,37,14,19,1,6,2
445,269,36,13,20,1,6,2
996,808,34,13,21,1,6,2
1799,1829,32,13,22,1,6,2
2930,3260,32,12,23,1,6,2
4088,4421,30,10,24,1,6,2
4113,6014,30,12,1,2,7,2
4582,6429,29,12,2,2,7,2
4828,6540,28,11,3,2,7,2
4913,6475,27,9,4,2,7,2
4772,6107,27,7,5,2,7,2
4341,4889,26,9,6,2,7,2
3554,2897,25,9,7,2,7,2
2735,1818,26,10,8,2,7,2
1908,1675,26,10,9,2,7,2
1462,1597,27,11,10,2,7,2
1365,1549,28,9,11,2,7,2
1484,1649,29,7,12,2,7,2
1764,1872,29,5,13,2,7,2
2060,1872,30,5,14,2,7,2
2160,1892,29,5,15,2,7,2
2072,1847,29,4,16,2,7,2
1388,1339,28,4,17,2,7,2
92,101,26,4,18,2,7,2
0,0,25,4,19,2,7,2
423,445,24,3,20,2,7,2
980,996,23,3,21,2,7,2
1755,1799,22,4,22,2,7,2
2822,2930,21,3,23,2,7,2
3829,4088,21,4,24,2,7,2
4952,4113,20,4,1,3,1,2
5424,4582,20,5,2,3,1,2
5688,4828,19,6,3,3,1,2
5829,4913,19,5,4,3,1,2
5765,4772,18,4,5,3,1,2
5445,4341,17,4,6,3,1,2
4848,3554,16,3,7,3,1,2
4173,2735,16,3,8,3,1,2
3217,1908,17,4,9,3,1,2
2530,1462,20,4,10,3,1,2
2185,1365,21,4,11,3,1,2
2036,1484,24,4,12,3,1,2
2027,1764,25,4,13,3,1,2
2102,2060,27,4,14,3,1,2
2181,2160,28,5,15,3,1,2
2024,2072,28,5,16,3,1,2
1313,1388,27,4,17,3,1,2
0,92,27,4,18,3,1,2
91,0,26,6,19,3,1,2
859,423,26,7,20,3,1,2
1441,980,26,8,21,3,1,2
2166,1755,25,10,22,3,1,2
3169,2822,24,11,23,3,1,2
4177,3829,24,12,24,3,1,2
6587,4952,23,13,1,4,2,2
7017,5424,22,14,2,4,2,2
7112,5688,22,15,3,4,2,2
7070,5829,22,16,4,4,2,2
6671,5765,21,16,5,4,2,2
5423,5445,20,16,6,4,2,2
3427,4848,19,14,7,4,2,2
2322,4173,19,15,8,4,2,2
2229,3217,19,15,9,4,2,2
2346,2530,22,16,10,4,2,2
2049,2185,23,16,11,4,2,2
2115,2036,25,16,12,4,2,2
2235,2027,26,16,13,4,2,2
2343,2102,27,15,14,4,2,2
2479,2181,27,15,15,4,2,2
2472,2024,28,15,16,4,2,2
1822,1313,27,16,17,4,2,2
282,0,26,15,18,4,2,2
0,91,26,15,19,4,2,2
398,859,25,16,20,4,2,2
1030,1441,24,16,21,4,2,2
2274,2166,24,16,22,4,2,2
3853,3169,23,16,23,4,2,2
5105,4177,23,15,24,4,2,2
5712,6587,23,14,1,5,3,2
6147,7017,22,13,2,5,3,2
6351,7112,22,13,3,5,3,2
6356,7070,22,13,4,5,3,2
6014,6671,22,13,5,5,3,2
4873,5423,21,12,6,5,3,2
2772,3427,21,12,7,5,3,2
1691,2322,20,11,8,5,3,2
1519,2229,21,11,9,5,3,2
1560,2346,23,11,10,5,3,2
1506,2049,25,9,11,5,3,2
1570,2115,26,7,12,5,3,2
1739,2235,27,6,13,5,3,2
1843,2343,28,6,14,5,3,2
2066,2479,28,4,15,5,3,2
2072,2472,27,4,16,5,3,2
1432,1822,27,3,17,5,3,2
142,282,25,4,18,5,3,2
0,0,25,3,19,5,3,2
415,398,24,3,20,5,3,2
1152,1030,23,3,21,5,3,2
2325,2274,21,4,22,5,3,2
3869,3853,21,4,23,5,3,2
5190,5105,20,5,24,5,3,2
5544,5712,20,5,1,6,4,2
5938,6147,20,5,2,6,4,2
6128,6351,20,6,3,6,4,2
6182,6356,19,6,4,6,4,2
5870,6014,20,7,5,6,4,2
4726,4873,19,8,6,6,4,2
2679,2772,19,8,7,6,4,2
1706,1691,19,8,8,6,4,2
1650,1519,20,9,9,6,4,2
1744,1560,21,8,10,6,4,2
1902,1506,22,8,11,6,4,2
2170,1570,24,8,12,6,4,2
2255,1739,25,8,13,6,4,2
2265,1843,25,9,14,6,4,2
2418,2066,26,10,15,6,4,2
2458,2072,27,11,16,6,4,2
1962,1432,26,13,17,6,4,2
495,142,26,13,18,6,4,2
0,0,25,15,19,6,4,2
306,415,25,16,20,6,4,2
857,1152,24,17,21,6,4,2
1894,2325,24,19,22,6,4,2
3348,3869,24,19,23,6,4,2
4663,5190,24,19,24,6,4,2
5541,5544,24,20,1,7,5,2
5885,5938,24,20,2,7,5,2
6021,6128,24,20,3,7,5,2
6002,6182,24,20,4,7,5,2
5546,5870,24,20,5,7,5,2
4329,4726,24,21,6,7,5,2
2140,2679,24,21,7,7,5,2
1158,1706,24,21,8,7,5,2
965,1650,24,21,9,7,5,2
1075,1744,27,22,10,7,5,2
1216,1902,30,23,11,7,5,2
1448,2170,33,22,12,7,5,2
1790,2255,35,21,13,7,5,2
1978,2265,35,19,14,7,5,2
2185,2418,36,17,15,7,5,2
2175,2458,36,16,16,7,5,2
1698,1962,35,14,17,7,5,2
439,495,34,12,18,7,5,2
0,0,32,10,19,7,5,2
229,306,30,8,20,7,5,2
676,857,28,5,21,7,5,2
1708,1894,26,3,22,7,5,2
3074,3348,25,1,23,7,5,2
4438,4663,24,0,24,7,5,2
5218,5541,22,1,1,8,6,2
5739,5885,21,1,2,8,6,2
5979,6021,20,1,3,8,6,2
6045,6002,19,2,4,8,6,2
5740,5546,18,0,5,8,6,2
4833,4329,17,0,6,8,6,2
3396,2140,17,0,7,8,6,2
2256,1158,16,1,8,8,6,2
1433,965,18,1,9,8,6,2
856,1075,20,0,10,8,6,2
533,1216,22,-1,11,8,6,2
486,1448,23,-1,12,8,6,2
640,1790,25,-2,13,8,6,2
844,1978,27,-1,14,8,6,2
1221,2185,28,-1,15,8,6,2
1498,2175,28,-1,16,8,6,2
1121,1698,28,0,17,8,6,2
0,439,26,0,18,8,6,2
288,0,26,1,19,8,6,2
1091,229,26,3,20,8,6,2
2220,676,25,4,21,8,6,2
3379,1708,25,4,22,8,6,2
4564,3074,24,7,23,8,6,2
5596,4438,24,8,24,8,6,2
5115,5218,24,9,1,9,7,2
5486,5739,24,9,2,9,7,2
5724,5979,24,10,3,9,7,2
5714,6045,24,12,4,9,7,2
5648,5740,24,13,5,9,7,2
5405,4833,24,16,6,9,7,2
4873,3396,25,17,7,9,7,2
4425,2256,25,18,8,9,7,2
3640,1433,25,19,9,9,7,2
3013,856,26,20,10,9,7,2
2698,533,26,22,11,9,7,2
2555,486,26,23,12,9,7,2
2573,640,27,23,13,9,7,2
2700,844,26,23,14,9,7,2
2716,1221,26,23,15,9,7,2
2663,1498,26,23,16,9,7,2
2147,1121,26,23,17,9,7,2
600,0,25,22,18,9,7,2
0,288,25,23,19,9,7,2
465,1091,25,22,20,9,7,2
1081,2220,24,22,21,9,7,2
1840,3379,23,21,22,9,7,2
2874,4564,21,19,23,9,7,2
3723,5596,19,16,24,9,7,2
4393,5115,19,16,1,10,1,2
4778,5486,18,15,2,10,1,2
4930,5724,18,15,3,10,1,2
4983,5714,18,15,4,10,1,2
4888,5648,19,16,5,10,1,2
4538,5405,19,16,6,10,1,2
3994,4873,19,16,7,10,1,2
3435,4425,19,15,8,10,1,2
2731,3640,19,14,9,10,1,2
2355,3013,19,12,10,10,1,2
2265,2698,18,12,11,10,1,2
2319,2555,18,11,12,10,1,2
2516,2573,20,11,13,10,1,2
2848,2700,20,10,14,10,1,2
3052,2716,21,9,15,10,1,2
2959,2663,22,7,16,10,1,2
2327,2147,22,6,17,10,1,2
724,600,21,5,18,10,1,2
0,0,19,3,19,10,1,2
320,465,19,3,20,10,1,2
962,1081,18,2,21,10,1,2
1861,1840,17,1,22,10,1,2
2935,2874,16,1,23,10,1,2
3780,3723,15,0,24,10,1,2
5498,4393,14,-1,1,11,2,2
5808,4778,14,-1,2,11,2,2
5981,4930,13,-2,3,11,2,2
5975,4983,12,-2,4,11,2,2
5664,4888,11,-1,5,11,2,2
4732,4538,10,-2,6,11,2,2
3163,3994,7,-5,7,11,2,2
2182,3435,7,-4,8,11,2,2
1616,2731,10,-3,9,11,2,2
1197,2355,16,-3,10,11,2,2
886,2265,21,-1,11,11,2,2
802,2319,24,2,12,11,2,2
868,2516,28,2,13,11,2,2
1076,2848,31,2,14,11,2,2
1379,3052,34,3,15,11,2,2
1509,2959,33,6,16,11,2,2
1230,2327,32,7,17,11,2,2
175,724,30,6,18,11,2,2
0,0,30,4,19,11,2,2
599,320,26,7,20,11,2,2
1444,962,25,8,21,11,2,2
2624,1861,23,7,22,11,2,2
4060,2935,21,8,23,11,2,2
5325,3780,19,7,24,11,2,2
5675,5498,20,9,1,12,3,2
6099,5808,19,8,2,12,3,2
6298,5981,20,9,3,12,3,2
6279,5975,21,10,4,12,3,2
5899,5664,22,12,5,12,3,2
4830,4732,22,13,6,12,3,2
3031,3163,23,15,7,12,3,2
2155,2182,25,17,8,12,3,2
1942,1616,26,19,9,12,3,2
1877,1197,28,21,10,12,3,2
1823,886,29,26,11,12,3,2
1864,802,31,29,12,12,3,2
1984,868,32,30,13,12,3,2
2097,1076,34,32,14,12,3,2
2176,1379,36,35,15,12,3,2
2097,1509,37,36,16,12,3,2
1658,1230,38,37,17,12,3,2
494,175,38,37,18,12,3,2
0,0,38,37,19,12,3,2
347,599,38,37,20,12,3,2
965,1444,37,37,21,12,3,2
2049,2624,37,36,22,12,3,2
3454,4060,38,37,23,12,3,2
4708,5325,37,35,24,12,3,2
5321,5675,37,35,1,13,4,2
5750,6099,37,33,2,13,4,2
5919,6298,37,31,3,13,4,2
5918,6279,37,29,4,13,4,2
5526,5899,36,28,5,13,4,2
4357,4830,35,28,6,13,4,2
2401,3031,35,27,7,13,4,2
1520,2155,36,27,8,13,4,2
1488,1942,36,27,9,13,4,2
1607,1877,38,28,10,13,4,2
1679,1823,40,25,11,13,4,2
1858,1864,40,25,12,13,4,2
2083,1984,41,25,13,13,4,2
2206,2097,41,25,14,13,4,2
2400,2176,41,25,15,13,4,2
2429,2097,41,25,16,13,4,2
1945,1658,40,25,17,13,4,2
589,494,39,25,18,13,4,2
0,0,38,25,19,13,4,2
282,347,37,25,20,13,4,2
872,965,37,25,21,13,4,2
1883,2049,36,24,22,13,4,2
3304,3454,36,24,23,13,4,2
4612,4708,35,24,24,13,4,2
5053,5321,35,23,1,14,5,2
5517,5750,33,21,2,14,5,2
5724,5919,33,21,3,14,5,2
5709,5918,32,21,4,14,5,2
5349,5526,32,21,5,14,5,2
4184,4357,32,21,6,14,5,2
2187,2401,32,21,7,14,5,2
1276,1520,30,21,8,14,5,2
1238,1488,32,22,9,14,5,2
1345,1607,34,22,10,14,5,2
1400,1679,35,22,11,14,5,2
1564,1858,37,21,12,14,5,2
1856,2083,38,21,13,14,5,2
2029,2206,38,22,14,14,5,2
2233,2400,38,22,15,14,5,2
2292,2429,39,22,16,14,5,2
1935,1945,39,21,17,14,5,2
673,589,37,23,18,14,5,2
0,0,36,23,19,14,5,2
254,282,35,23,20,14,5,2
790,872,34,23,21,14,5,2
1757,1883,34,23,22,14,5,2
3099,3304,33,23,23,14,5,2
4261,4612,33,23,24,14,5,2
4378,5053,32,25,1,15,6,2
4779,5517,32,26,2,15,6,2
4958,5724,31,26,3,15,6,2
4965,5709,31,25,4,15,6,2
4650,5349,30,24,5,15,6,2
3573,4184,30,23,6,15,6,2
1679,2187,28,21,7,15,6,2
748,1276,28,20,8,15,6,2
659,1238,30,21,9,15,6,2
744,1345,33,20,10,15,6,2
875,1400,36,20,11,15,6,2
1078,1564,37,19,12,15,6,2
1371,1856,39,18,13,15,6,2
1545,2029,39,18,14,15,6,2
1782,2233,40,19,15,15,6,2
1880,2292,39,21,16,15,6,2
1621,1935,40,21,17,15,6,2
549,673,39,21,18,15,6,2
0,0,37,22,19,15,6,2
375,254,35,21,20,15,6,2
910,790,34,22,21,15,6,2
1673,1757,32,22,22,15,6,2
2752,3099,33,23,23,15,6,2
3911,4261,32,23,24,15,6,2
4592,4378,32,23,1,16,7,2
5047,4779,30,23,2,16,7,2
5289,4958,29,24,3,16,7,2
5370,4965,29,24,4,16,7,2
5221,4650,29,25,5,16,7,2
4754,3573,29,27,6,16,7,2
4001,1679,30,27,7,16,7,2
3112,748,30,28,8,16,7,2
2074,659,32,29,9,16,7,2
1419,744,35,30,10,16,7,2
1177,875,39,30,11,16,7,2
